Nom,Description,Categories,Genres,Mots-cles
Nimbatus - Le constructeur de drones spatiaux,"Vous êtes le capitaine du Nimbatus – la plus grande usine de drones mobiles jamais fabriquée. Concevez vos propres drones uniques pour explorer un univers basé sur la physique. Survivez en tirant votre chemin à travers des planètes complètement destructibles dans différents biomes, rivalisez avec des drones autonomes construits par d'autres joueurs ou profitez d'une totale liberté créative dans le bac à sable. Laissez votre imagination courir sauvage Choisissez parmi plus de 75 pièces simulées physiquement . L'atelier de construction de drones permet une totale liberté créative. Explorez trois modes de jeu différents Campagne de survie : Choisissez l'un des six capitaines divers, naviguez dans l'univers et cultivez votre arsenal tout en faisant face à des chances écrasantes. Boîte à sable : Soyez créatif avec un pouvoir illimité. Ajustez les paramètres de jeu à votre goût, créez vos propres défis ou conquérez l'univers avec des ressources infinies à votre disposition. Arènes compétitives : Montrez vos compétences en ingénierie au monde entier. Battez d'autres joueurs dans plusieurs arènes comme Sumo, Racing, Brawl & Catch. Mine planètes entières Vous rencontrerez d'innombrables planètes procéduralement générées qui sont entièrement destructibles et riches en ressources, chacune avec ses propres propriétés, zones climatiques et ennemis. Automatisez votre drone au maximum Relever le défi supplémentaire et construire des drones d'espace entièrement automatisés en combinant capteurs et pièces logiques. Utilisez vos inventions en solo ou mesurez vos compétences en programmation contre d'autres joueurs. Choisissez votre arme et mettez à jour votre navire Combattez avec des combinaisons d'armes sans fin dans la campagne ou construisez vos propres armes personnalisées à partir de zéro dans l'atelier d'armes en faisant des recherches sur l'arbre technologique. Améliorez votre vaisseau mère pour vous aider dans votre mission et changez les chances en votre faveur.","Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Stats,Steam Leaderboards,Remote Play Together","Action, indie, simulation","Space Sim,Space,Logic,Action,Rogue-like,Survival,Open World,Bâtiment,ActionRoguelike,Sandbox,Crafting,Sci-fi,Management,Physique,Simulation,Programmation,Automation,Destruction,Funny,LEGO"
Autres,"Entrez Zvezda, une capsule de rentrée entièrement interactive fortement inspirée de la technologie spatiale des années 1970 où chaque interrupteur, jauge et bit mécanique pourrait être pertinent pour votre survie. Guidez votre capsule vers un atterrissage sûr avec l'aide de la NASA et de Roscosmos, et priez que rien d'inattendu ne se produise à votre vaisseau spatial soviétique hautement expérimental - maintenant la pièce maîtresse d'un conflit de guerre froide s'aggrave rapidement vers la catastrophe. En fin de compte, c'est vous qui devez s'adapter à la volée, exécuter les bonnes séquences et procédures, gérer vos systèmes de soutien de la puissance et de la vie, rester en route et atterrir en une seule pièce, ou découvrir toutes les façons intéressantes de mourir pendant la rentrée. Bonne chance pilote ! Doté; Accessible, amusant & gameplay difficile. Interkosmos est différent de tout autre jeu VR à ce jour. Une capsule d'espace totalement interactive et réaliste qui réagit à chaque interaction. Il est temps de devenir l'astronaute que vous avez toujours voulu être! Un accent lourd sur l'histoire et l'humour. Une esthétique unique inspirée de la technologie spatiale des années 1970 et du thème de la guerre froide. Rejouabilité; Chaque playthrough réussi offre environ 30 minutes de gameplay, mais combien de façons pouvez-vous trouver à mourir pendant la rentrée? Une histoire ramifiée ; le destin du monde est entre vos mains ! Grands effets sonores, boutons super satisfaisantment cliqués, jeu de voix professionnel, & binaural design sonore. Interkosmos est fait avec un moteur irréel 4. Au sujet d'Ovid Works; Nous sommes une équipe de développeurs rendant l'histoire riche et immersif jeux pour PC, consoles, et VR. Notre passion est de raconter des histoires expressives à travers le jeu amusant moment-à-moment.",Joueur unique,"Action, Aventure, Indie, Simulation","Simulation,Inde,Adventure,Action,VR,Espace,Puzzle,Singleplayer,Cold War,Satire,Comedy,Story Rich,Funny,Flight,Space Sim,First-Person,ATM,Alternate History,Action-Adventure,Replay Value"
Explorateur Void,"Ce jeu a été fait par des lycéens comme un projet de passion. Nous avons fait un jeu de plate-forme où vous êtes un chevalier avec une petite épée qui parcoure à travers la carte, défait les ennemis, et tue les patrons. Le jeu est facile à comprendre, vous bougez, sautez et attaquez. Cependant, le jeu peut devenir assez difficile à certains moments, pour compenser sa nature simpliste et sa courte durée. J'espère que vous apprécierez le jeu et passerez un moment merveilleux. :)",Joueur unique,"Action, indie","Action,Adventure,2D Fighter,2D Platformer,2D,Cute,Pixel Graphics,Medieval,Parkour,Inde,Combat,PvE,Singleplayer"
La malédiction du donjon,Vous devez explorer des endroits incroyables pour accéder aux secrets de votre âme. Toutes les actions du jeu ont lieu dans un donjon abandonné damné où vous devez explorer des signes mystérieux et vous prouver de révéler tous les secrets de ce donjon. Vous devez mener une étude des mystérieuses structures souterraines. Surmontez une variété d'obstacles sur votre chemin. Vivez toutes les émotions de ce voyage passionnant!,Joueur unique,"Action, Aventure, Casual, Indie,RPG","Action, Aventure, RPG, Indie, Casual"
Contes des zones frontalières,"L'aventure narrative bien-aimée et motivée par le choix à travers l'univers Borderlands est de retour ! Entre les événements de Borderlands 2 et de Borderlands 3, Tales from the Borderlands suit deux narrateurs peu fiables sur une quête portée par l'avidité mais destinée à la grandeur. Vos choix façonnent cette histoire pour être unique à vous, avec beaucoup de conséquences imprévues allant de hilarante à déchirante. Explorez la planète mortelle de Pandora en tant que Rhys, un homme d'entreprise qui aspire à remplacer l'infâme Jack Handsome en tant que chef de la société Hyperion, et Fiona, une arnaqueuse intelligente qui peut sortir de presque tout. Lorsqu'un accord louche va à l'encontre, Rhys et Fiona doivent s'allier pour obtenir leur dû, courir dans des gangsters vicieux, des bandits cannibales, et terrifiant la faune le long du chemin. Comment choisirez-vous de guider leurs actions sur cette balade sauvage à la gloire du Pandore ? Comprend les cinq épisodes de Contes des Borderlands Vivez une aventure du point de vue de deux protagonistes très différents : Hyperion laquais Rhys et escroc rapide Fiona Chaque choix que vous faites conduit l'histoire vers l'avant, vous permettant d'adapter votre voyage et de façonner vos relations comme vous le voyez en forme Voir Pandora et Helios à travers les yeux de ses denizens quotidiens, avec humour et drame autour de chaque coin Traverser des sentiers avec des visages familiers de la série Borderlands, et apprendre à connaître de nouveaux amis comme le meilleur frère de Rhys Vaughn et la sœur savvy de Fiona Sasha Témoin le destin final des héros et des méchants dans ce chapitre crucial de Borderlands canon","Single-player,Steam Achievements,Support de contrôleur complet,Remote Play on TV",Aventure,"Comedy,Adventure,Story Rich,Choices Matter,Singleplayer,Episodique,Point & Click,Funny,Choisissez votre propre aventure,Action, Atmosphérique,Événements rapides,Grande bande son,Humor foncé,Sci-fi,Mèmes,Protagoniste féminin,RPG,Noveau visuel,Casual"
ChronoBreach Ultra,"ChronoBreach Ultra est une plateforme d'action horodatée sur un robot mignon avec des pistolets laser explorant une usine mortelle ! Le temps de la distorsion pour sursmart vos ennemis, de traverser des obstacles dangereux, et de collecter des circuits pour débloquer des armes plus puissantes et des peaux super élégantes! Serez-vous capable d'empêcher le temps d'arrêter pour toujours? A propos de: Warp time to sursmart your ennemis Eliminer les ennemis dangereux avec un arsenal varié d'armes Phase à des niveaux dangereux et éviter les obstacles mortels Rassemblez des circuits pour déverrouiller de nouvelles armes et peaux Prenez l'aréna et luttez pour la survie... et de grandes récompenses! Les patrons monstrueux du visage Prouvez votre rapidité en mode Speedrun pour conquérir entièrement le temps Améliorez votre compagnon de drone mignon (et éventuellement mortel)","Un seul joueur, Succès d'équipe, Nuage de vapeur","Action, indie","Manipulation du temps,2D Platformer,Robots,Bullet Time,Pixel Graphics,Underground,Sci-fi,Retro,Time Travel,Action,Combat,Platformer,Caractérisation,Inde,Singleplayer,2D"
Porcs cachés,"C'est l'hiver et les chats sont toujours dehors. Froid et seul. Trouvez-les et ramenez-les chez eux. Caractéristiques 12+ paysages d'hiver charmants avec plus de 120 petits chats à trouver. Mise à jour de Noël gratuite ajoute 4 îles festives. Y a-t-il un chat dans une boîte cadeau ? Ouvrir les voitures et les caisses, fouiller les bois, fouiller les forêts. Les chats sont bien cachés, mais ils me manquent quand tu t'approches, écoute attentivement et tu pourrais les trouver tous.","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Casual, Indie","Relaxing,Cats,Objet caché,Casual,Famille Agréable, mignon, puzzle, fantasy, coloré, indie, 3D, atmosphérique, Mouse only,Singleplayer,Stylized,Snow,Short,Exploration,Beautiful,Point & Click"
xMoon,"xMoon est un jeu de puzzle de troisième personne sur la réflexion des faisceaux laser en cristaux. L'année est 1985, une ancienne porte a été découverte sur la Lune. Vous êtes un archéologue envoyé pour explorer à l'intérieur. Entreprenez, mais soyez prudent, vous n'êtes pas seul. Dans une histoire en évolution inspirée par la place de l'humanité dans la galaxie, vous plongerez au fond de la surface lunaire et découvrirez les forces qui gouvernent la vie elle-même. Le sort de l'espèce humaine dépend de votre capacité à résoudre des puzzles laser. Le jeu est conçu pour défier votre pensée créative et vos compétences de raisonnement spatial, chaque puzzle présente ses propres problèmes uniques et intéressants à résoudre. Une aventure lunaire vous attend !","Un seul joueur, Succès d'équipe, Nuage de vapeur","Aventure, indie","Indie,Adventure,Puzzle,Sci-fi"
Cricket VR,"Jouez au cricket dans le monde des VR ! Laissez-vous immerger dans le monde 3D du Cricket Virtuel ! Prenez votre marque, notez l'emplacement des fielders, observez que le bowler sort de leur longue course. Écoutez la foule tandis que leur joie devient plus forte ! Vous êtes seul dans l'arène, face à votre ennemi. Le bowler fait la boule... Êtes-vous prêt à la tâche! Pouvez-vous obtenir sur votre adversaire. Essuyez votre saule et montrez-leur comment il a fait! Quatre, Six, singles rapides, battements de champ, runout, prises, yorker, videurs ! C'est tout ce qui se passe là-bas et c'est à vous !",Joueur unique,"Simulation, Sport","Sports, Simulation,VR"
Dracula 3: Le chemin du Dragon,"La trilogie continue à mesure que le Prince des Ténèbres se lève à nouveau. Septembre 1920, le Vatican nomme le père Arno Moriani, l'avocat du diable, pour enquêter sur un candidat potentiel à la sainteté en Transylvanie. Mais dans l'ombre des ruines troublantes qui étaient autrefois le château de Vlad l'Impaler, son enquête prend un tour inattendu... Il n'y a évidemment pas de vampires, du moins selon la ligne officielle de l'Église catholique. Mais comment pouvez-vous être si sûr, debout dans les brumes tourbillonnantes de Transylvanie ? Effectuez votre enquête au milieu d'histoires d'actions sanglantes et de peurs ancestrales. Principales caractéristiques : Graphiques et films haute définition avec une vue panoramique complète pour voir chaque détail déverrouillant Déverrouillage puzzles exigera un test de vos compétences à travers la vue, le son et le goût (le goût du sang qui est) bonus cachés spéciaux rôder dans l'obscurité mais bien vaut la récompense si vous osez le résoudre Moody musique, peur-induction de l'obscurité et des environnements, une enquête qui prouve plus vous creuser, plus profond vous sombrez dans cette aventure occulte diabolique",Joueur unique,"Aventure, casual","Aventure, Casual, Point & Click, Vampire, Horreur, Puzzle, Escape Room"
Armada,"Au début du développement, Armada est un tireur de première personne qui s'inspire de la guerre navale, vous permettant de prendre votre propre bateau dans les eaux libres et de combattre les autres dans une arène rapide et fermée. Plus tard dans le développement, les joueurs joueront pour les points, qu'ils peuvent utiliser pour améliorer leurs bateaux et armes mi-jeu pour essayer de gagner le dessus sur leurs adversaires. Il n'y a pas d'équipe, et c'est chacun pour lui. Dodge canons et bateaux que vous naviguez sur les vagues à Armada.","Multi-joueur,PvP,Online PvP","Action, Indie, Accès précoce","Arena Shooter,Action,PvP,Arcade,3D,Naval Combat,Minimalist,Physique,Indie,Early Access,Destruction,Combat,Multijoueur"
POUVOIR,"Les petites aventures de Pudding pour créer une petite amie! Si vous êtes désespéré, l'univers vous aidera... Pudding a fait une aventure pour créer une petite amie. Sera-t-il en mesure de faire une petite amie avec succès? D'abord, mettons la main sur l'énergie de l'univers ! C'est de la poudre ? Testez votre physique - Testez votre physique cérébrale! - Ce jeu n'a pas de fonction de sauvegarde. Ce jeu ne va pas mourir! - Si vous l'effacez, vous pouvez voir la fin de l'histoire. - Eviter les obstacles et arriver à destination! - Surmontons la commande en constante évolution. - C'est vraiment facile de l'arrière, mais si vous jouez vous-même, vous arrêterez votre cerveau! - 10 minutes si tu le nettoies vite ! Mais si vous le faites mal, c'est encore inconnu quand vous allez le faire ! Bonne chance !",Joueur unique,"Aventure, Casual, Indie","Aventure,Arcade,2D,Simplejoueur,2D Platformer, Relaxing, Indie, Casual, Controller, Difficile"
Dommages : Butchering sadique de l'humanité,"LE JEU Damage est un violent mais humoristique 2D-adventure-shooter basé sur le classique culte Amiga qui a été publié à l'origine en 1996. L'idée de dommages est simple : tuer autant de personnes que possible ! Les dommages sont un jeu d'aventure où vous pouvez errer librement dans un cadre urbain large, piller de l'argent et des biens, acheter des armes et d'autres équipements du marché noir et tuer des milliers d'ennemis: civils inoffensifs, policiers, soldats de l'armée, criminels organisés, chiens de sang et véhicules. DSBoH est une prise humoristique et inoffensive pour nos instincts violents. L'histoire Dans Dommages vous prenez le contrôle d'un ancien homme exemplaire nommé Michael Modelcitoyen, qui avait tout ce dont un homme pouvait rêver. À cause de cela, il est rapidement devenu profondément frustré. Michael a essayé différentes méthodes à la recherche d'un nouvel état super humain, mais pendant le processus quelque chose s'est terriblement mal passé. La solution pour retrouver son statut antérieur est laid. Michael commence par une batte de baseball primitive, qui sort les passants ignorants. Il est peu de temps avant que les actions de Michael commencent à attirer les membres de l'autorité - qui tous essaient de l'éliminer. Bien sûr, il a accès à de nombreuses armes appétissantes, et il commence à expérimenter des drogues dangereuses pour se maintenir en vie. Dans Dégâts, vous jouez en tant que Michael et nous vous garantissons de nombreuses découvertes délicieuses et un sentiment d'extrême liberté de s'aventurer et de s'exprimer. LÉGALITÉ A propos de la version Amiga (1993-1997) L'énorme projet de faire un jeu idéal a commencé en 1993. Nous sommes vite devenus trop ambitieux, et nous n'avions aucune idée de ce qu'il fallait pour réaliser nos plans. Mais nous ne pouvions pas céder, juste pris de nouveaux défis pour faire des dommages le meilleur qu'il pourrait être. En 1996, le jeu était prêt et les joueurs ont adoré !",Joueur unique,"Contenu sexuel,Nudité,Violent,Gore,Action,Aventure,Indie,Accès précoce","Gore,Nudité,Indie,Sexual Content,Action,Accès rapide,Violent,Adventure, Humour foncé"
Evoke,"Avez-vous déjà rêvé de devenir un puissant magicien ! Maintenant, tu peux ! Entrez dans le rôle d'un magicien autrefois grand, qui doit sortir de la retraite pour gagner un peu d'or supplémentaire. Tu as ressuscité ton ancien mentor, Wilfred, pour t'apprendre tous les sorts que tu connaissais. Re-master comment déclencher une tempête de foudre sur vos ennemis, ou laisser lâche un feu de boules de feu pour combattre n'importe quel ennemi dans votre chemin! Trouble dans la forêt de Greyhelm ! Éliminez les morts-vivants et récupérez la forêt. Eh bien, il est temps pour vous de prendre votre baguette et faire du bien.. ainsi que gagner une petite pièce! Vous aurez besoin de vous diriger au plus profond de la forêt pour trouver et vaincre tout mal qui se cache à l'intérieur! Caractéristiques du jeu: Prenez votre Lame - Utilise la diffusion orthographique directionnelle ! Ce qui signifie qu'il n'y a pas de combos compliqués. Juste des mouvements simples et fluides qui vous laisseront déicider qui sort pour libérer rapidement et facilement! Réclamation La forêt - Progrès dans de nouvelles zones de la forêt de Greyhelm. Conquering vague après vague que vous vous trouvez se rapprocher de la source de l'indécès. Master Your Spels - Apprenez les 4 sorts. Puis mettez vos nouvelles compétences à travailler comme vous maîtrisez les combinaisons afin de mieux combattre les différents ennemis que vous rencontrerez. Modes de jeu : Mode Quest - Tu as besoin de monnaie ? Le tableau d'affichage a juste la quête pour vous. Suivez l'histoire et progressez plus profondément dans la forêt de Greyhelm avec Wilfred à vos côtés! Mode infini (A venir bientôt) - Ils disent que la pratique rend parfait... Faites de votre mieux pour survivre aussi longtemps que possible contre une horde implacable de morts!",Joueur unique,"Action, Aventure, Casual, Indie","Action,Inde,Casual,Adventure,VR"
Pixelfence,"C'est un jeu de stratégie de défense de tour miniature. Le gameplay est d'empêcher les unités ennemies, s'approchant des vagues, d'atteindre notre tour principale en installant des structures défensives sur le chemin du mouvement des ennemis. Les tours défensives installées attaquent les ennemis en vue et peuvent être améliorées ou déplacées pour le coût des points gagnés pour tuer. La tâche de chaque niveau est de tenir un certain nombre de vagues et de protéger la tour principale de la destruction. - Une variété de niveaux. - Des graphismes juteux. - Un gameplay détendu.",Joueur unique,"Casual, indie, stratégie","Stratégie,Inde,Casual,Puzzle,PvE,Tower Defense"
Laisser tomber Blox,"Merci d'être venu ! Drop Blox est un jeu de stratégie de gestion du temps où Blox coloré tombe en permanence dans l'espace. Correspondez rapidement le Blox coloré avec leur personne avant qu'ils débordent de limites. Besoin d'une couleur en bas ? Jetez l'autre Blox hors de votre chemin ! Ou bien les empilez bien, votre stratégie dépend de vous ! Happy Customer est la clé pour compléter les niveaux et passer à des tâches plus difficiles. Mais souviens-toi, plus tu t'éloignes, plus ils tombent vite ! Caractéristiques: -Minimalistic Level Design -15 niveaux en difficulté -Rainbow Blox Faire de tout client un client heureux -Blox blanc ne peut pas être utilisé et remplir l'espace -Gray Blox tourner d'autres Blox Gray et casser aux pièces -Blox coeur vous donner des vies supplémentaires","Un seul joueur,Steam Achievements","Casual, Indie, Simulation","Casual,Point & Click,Puzzle,Physique,Minimalist,Cute,Cartoon,Cartoony,Clicker,Gestion du temps,Indie,Top-Down,Simulation,3D,Arcade,Singleplayer,Relaxing"
Trivia Vault: Santé Trivia Deluxe,"Bienvenue au concurrent de Trivia Vault ! Jouez en tant que concurrent dans un jeu appelé Trivia Vault Health Trivia Deluxe et apportez votre chapeau de réflexion. Répondez aux questions médicales et de santé trivia aussi rapidement que vous le pouvez, plus vite vous répondez plus la valeur en espèces. Des réponses correctes verrouillent le code à chiffres pour le coffre-fort, 10 réponses correctes effacent le coffre-fort et récompensent l'argent comptant. Suivez vos progrès et visez des scores plus élevés pour accomplir des grades plus élevés. Défiez-vous pour battre votre score élevé en jouant plusieurs fois et en complétant tous les 100 niveaux avec un total de 1000 questions trivia uniques dans cette édition de luxe. Caractéristiques: 100 Vaults to Crack(levels) 1000 Unique Trivia Questions Questions basées sur la minuterie Obtenir des multiplicateurs de trésorerie Selon les réponses correctes dans un classement de niveau 3 des réalisations par niveau","Un seul joueur,Steam Achievements","Casual, Indie, Simulation, Stratégie","Trivia,Inde,Casual,Simulation,Stratégie,Relaxing,Puzzle,Famille Friendly,Basé sur le texte,Word Game,Logic,Replay Value,Singleplayer,2D,Choices Matter,Story Rich,Point & Click"
VALEURS,"VALENS est une race qui fait bouillir votre sang et vos veines froides, tout tour peut sembler être le dernier sur le chemin de la gloire. Des crédits sont accordés pour le passage des barrières énergétiques et l'anéantissement des rivaux. Hovers. Améliorez votre Plongez à droite pendant la course dans la fosse s'arrête. Les chasseurs d'as et de primes les plus courageux se disputent le titre de meilleur pilote du système planétaire VALENS. Que le meilleur gagne ! Que la force et l'attention soient avec vous! Anti-gravité Hover avec un puissant système d'armes est équipé d'un moteur d'impulsion et générateur. Sur la piste, chaque pilote a quelque chose à dégager avec des missiles et des bombes autoguidés, des mitrailleuses et des lasers, des boucliers de protection et des champs furtifs, et plus encore. Chaque nouvelle course commence par une configuration de base Hover. Visiter l'arrêt de fosse limite votre Plongez dans la vitesse, éteignez la fonction d'incendie, permet d'acheter des mises à niveau et restaure entièrement les munitions, armures, boucliers et énergie. Chaque type de mise à niveau a un pompage cinq fois. Pendant la course, chaque Hover est pompé jusqu'au niveau actuel. Un Hover entièrement pompé de niveau 50 comprend 50 fentes. En cas d'anéantissement d'un Hover, il est restauré à l'arrêt de puits, et le pilote perd le progrès du tour actuel, mais conserve les crédits précédemment gagnés pour l'anéantissement des rivaux. VALENS - Course pour la survie dans les coins les plus dangereux de la galaxie. Les pilotes contrôlent les voitures volantes à grande vitesse - Hovers. Les pilotes sur Hovers à grande vitesse tentent la force de leur caractère dans des conditions incroyables, des atmosphères effroyables des planètes et dans le vide de l'espace. HOTKEYS H – Aide; ↑,↓ - Throttle; ← – Tour à gauche; → – Tour à droite; Ctrl – Feu; Maj - Nitro; Espace – Invisible; 1-5 – Sélectionner une arme; Z – Afficher le rétroviseur; F – Afficher le FPS; F1 – Interrupteur; F5 – Autopilote; B(In pitstop) – Autobuy; 0-9 (In pitstop) – Acheter des armes Code of Novice Pilots: GUN - pistolet à tuer rapide LASER - un faisceau laser mortel ROCKET - recherche de missile d'homogénéisation MINE - une cascade de mines gravitationnelles BOMB - une puissante grosse bombe INVIS - génération de champ furtif autour du navire ARMOR - armure composite SHIELD - bouclier énergétique multi-niveaux ENGINE - vitesse, accélération et boost GENERATEUR - L'énergie Hover fournit le fonctionnement de: Laser, Invis, Shield, Boost. L'énergie excédentaire restaure automatiquement le Hover.","Un seul joueur, prise en charge complète du contrôleur","Action, Aventure,Casual,Indie,Racing,RPG,Simulation,Sports","Course,Action,Adventure,Inde,Casual,Sports,RPG,Simulation"
Dangereux,"Dangerous est une épique 3D espace ouvert et vivant de combat de bac à sable RPG avec une histoire immersive et rivetante. Vous avez été réveillé de cryo sommeil un siècle plus tard, et vous devez découvrir la vérité. Êtes-vous le criminel de guerre craint qui va détruire toute vie ou le sauveur de l'univers ? Rassemblez vos ailiers et parcourez la galaxie à la recherche de réponses. En chemin, vous rencontrerez une AI universelle, un groupe d'ombres tirant les ficelles de l'histoire, une princesse, un robot schizophrène, un beau lieutenant de la Royal Navy, un mercenaire redoutable, un esclave suicidaire, et un as joueur de combat. Dangereux est un jeu qui est de 3 ans en cours de fabrication! Il dispose: jeu de bac à sable en temps réel 3D construit avec le moteur de jeu de l'unité shader métallique, éclairage, effets de particules, fusée d'objectif, explosions, combat d'espace FX RPG avec un vaste arbre de compétences ouvert et vivant où 600 navires volent autour de l'histoire épique autonome avec un système de dialogue qui permet de vrais choix recrutent 6 ailerons et 2 peuvent voler avec vous à la fois découvrir la romance avec un autre pilote d'aile recruter 5 pilotes d'entreprise qui peuvent voler des routes commerciales en votre nom commerce, combat, mine, pirate, scanner pour les navires abandonnés et les vortex de nombreux types de mission: épique, freelance, dynamique, acquisition d'ailier, fidélité de la faction mécanique de combat profonde, AI, et standing de la faction 20+ navires, 180+ modules, 33 systèmes solaires avec un suivi-par-la-garde mechanic 15+ factions pour vie favoriser ou détruire caméra cinéma vous montre l'action quand il se produit voler manuellement avec ou sans la physique Newtonienne ou utiliser exclusivement 22 pilotes automatiques de la piste de musique primée par le compositeur renommé, Se","Joueur unique,Captions disponibles","Action,Aventure,Inde,RPG,Simulation,Stratégie","Indie,Simulation,RPG,Stratégie,Action,Adventure,Espace,Open World,Espace Sim"
Marche des soldats,"March Of Soldiers est un joueur unique stratégie en temps réel , C'est un jeu militaire basé sur la compétence du joueur et la force de son économie financière",Joueur unique,"Action, stratégie, accès précoce","Stratégie,Action,Accès rapide,Story Rich,Multijoueur,2D,Simplejoueur,Classique"
inactif Bière,"Bienvenue au ralenti Bière, un jeu en cliquant sur Beers ! Améliorez votre Bartender en cliquant sur la belle bière géante à la table! Débloquer les compétences et les utiliser pour booster votre gameplay! Débloquez et achetez des tonnes de bières* pour gagner plus par sec! Les gains hors ligne, tout sera stocké quand vous allez dormir! Cartes de trading Steam Amuse-toi bien ! *idleBeer enregistre automatiquement Jetez un oeil ci-dessous aux descriptions de compétences, vous devez mettre à jour votre Bartender afin de débloquer les compétences et les mises à niveau. Compétences Description: BIÈRE INSTANTE: Barman lvl 10 - 500 bières - 3 min En haut 1 - Barman lvl 25 - 1500 bières - Refroidissement 2 min En haut 2 - Barman lvl 50 - 25000 Bières - Refroidissement 1,30min Mise à niveau 3 - Bartender lvl 75 - 100000 Bières - Refroidissement 1min PLUS CLIQUER DE BOIS: Barman Lvl 25 - +30 Bières/Click/10sec - 2min Upgarde 1 - Barender lvl 50 - +60 Beers/Click/10sec - Cooldown 1,30min Upgrade 2 - Barender lvl 75 - +120 Beers/Click/15sec - Cooldown 1,30min Upgrade 3 - Barender lvl 100 - +300 Beers/Click/15sec - Cooldown 1min CAPS TOUTES LES APRES: Barender lvl 35 - +3 Caps - 2min Upgarde 1 - Barender lvl 50 - +6 Caps - Cooldown 2 - Barender lvl 70 - +12 Caps - Cooldown 1,30min Upgrade 3 - Barender lvl 110 - +25 Caps - Cooldown 1min C'est un jeu de clic simple et beau pour vous de profiter! * Toutes les bières dans ce jeu existe dans la vie réelle.","Un seul joueur, Trading par équipe Cartes","Casual, Indie, Simulation","Casual, Indie, Simulation,Cliquer"
Mana Gloom,"Alors que la mana a longtemps été la source de magie qui coule à travers les terres. Une maladie a infecté le ruisseau. Les dénis du monde ont bien inventé le terme Mana Gloom. De nombreuses victimes malheureuses ont constaté que l'utilisation de la mana près de la source de la corruption fait des ravages sur son propre corps et sa propre force vitale. Des mages puissants proches et lointains ont essayé de nettoyer l'obscurité, seulement pour échouer et parfois se corrompre. Pourtant, notre héros ne semble pas être affecté. Avec la détermination de l'acier et l'espoir du peuple, il est temps de pousser à la source de la corruption et de purger le Mana Gloom une fois pour toutes. Prenez le contrôle et rétablissez ces terres. Combattez à travers des hordes de squelettes de mana infectés, de goules et de puissants patrons. Découvrez la source de l'obscurité et éradiquez-la. À travers vos aventures, vous pouvez rencontrer un cristal de mana corrompu. Purge ça, utilise ça et augmente ton pouvoir. En tant que développeur solo, ce jeu est un travail de passion sur un budget limité avec des heures restrictives. Avec cela dit, j'ai versé beaucoup de nuits et de week-ends dans ce jeu. J'aime jouer moi-même, donc j'espère que vous aussi. Mon but a été de construire un titre bien arrondi pour vous. Avec ce qui va vivre, mon prochain objectif est d'y itérer et de faire croître le contenu. S'il vous plaît garder à l'esprit lors de l'achat que la durée actuelle du jeu est seulement quelques heures.","Un seul joueur, Succès d'équipe, Nuage de vapeur","Action, Aventure, Indie,RPG","Hack et Slash,Inde,Action RPG,RPG,Dungeon Crawler,Action,Top-Down,Fantasy,PvE,Action-Adventure,3D,Violent,Adventure,Singleplayer,Magic,Character Action Game,Combat"
Il regarde en arrière,"Entrez la grande tapisserie : Autrefois un royaume de rêves et de fantasmes aux couleurs de bonbons, maintenant un paysage de mort corrompu de ruine périlleuse. Veux-tu regarder dans le vide pour apprendre le sort de cette terre battue ? Soyez prudent, voyageur... Il reste Jouer comme le Noble Guide , un commandant fable avec le pouvoir de conjurer les esprits perdus qui pourraient rejoindre les rangs de votre armée non morte. Explorez les quatre royaumes pour découvrir de nouveaux héros, des armures, des soldats et des structures dont vous avez besoin dans votre campagne pour restaurer la grande tapisserie à son éclat antérieur. Portez votre destin dans cette RTS fantasy sombre qui intègre uniquement la mécanique RPG dans son illustre récit peint à la main, riche en lore. 4X, basé sur l'hexagone, le combat de stratégie en temps réel n'a jamais joué comme ça. Gazez sur le champ de bataille comme Hex, la chouette mécanique. EXPLORER en envoyant le Noble Guide à la lumière des flèches dispersées sur la carte, révélant une variété de ressources militaires à EXPLOIT . Expliquez soigneusement votre territoire dans chaque région, car il y a beaucoup de trous dans la tapisserie et le vide est impitoyable. EXTERMINEZ les misérables bêtes qui attendent dans la brume Clamoring. Car ils se tiennent entre vous et l'achèvement des rites de l'éveil. La mort est un ami de bienvenue. Les soldats ressuscitent dans les piscines de mort collectées, vous donnant vague après vague massive de morts-vivants à lancer sur vos adversaires! Actuellement dans Early Access avec des mises à jour régulières du développeur de la région de la carte dans 'Dreams of the Makers'. Rejoignez nos Légions Discord pour faire vos propres cartes et les partager avec notre Communauté.","Joueur unique,Captions disponibles","Action, Aventure, Indie,RPG, Stratégie, accès rapide","Stratégie,Action,Indie,RPG,Adventure,Early Access,RTS,Hex Grid,Surréel,Lovecraftian,Isometric,Dark Fantasy,Tactical,Fast-Paced,Visual Novel,Transhumanism,Horror,Satire,Dynamic Narration,Tactical RPG"
