Nom,Description,Categories,Genres,Mots-cles
Murasaki Tsurugi,"Murasaki Tsurugi est un jeu de puzzle explosif. Plongez dans le plaisir d'utiliser des explosions pour nettoyer l'écran des objets intrusifs au fur et à mesure qu'ils s'accumulent. N'exigeant que les touches directionnelles +2 plus à jouer, il est extrêmement simple. La musique merveilleusement composée est également un point clé énorme. Alors que c'est une suite de Murasaki , vous pouvez également jouer le titre précédent. Par rapport au dernier jeu, celui-ci est encore plus rafraîchissant et amusant à jouer. Vous pouvez prendre le contrôle de l'un des deux personnages : Kairi ou Satsuki. Faites ce que vous pouvez pour les aider à atteindre leur destination finale. Présentation du personnage Kairi Alors que sa vitesse de mouvement est moyenne, ses tirs se vantent d'une portée assez longue, et ils ricochetent du haut de l'écran et rebondissent vers le bas. Cependant, sa vitesse de tir rapide est relativement lente. ses bombes aspirent et absorbent les tirs ennemis, et plus l'écran devient en enfer, plus ses explosions deviennent puissantes. Satsuki Bien que sa vitesse de mouvement soit assez rapide, sa portée de tir est relativement courte et elle est souvent empêchée de vaincre les ennemis par de grosses vagues de balles. Sa vitesse de tir est rapide, ce qui signifie qu'elle peut déplacer des blocs explosant de plus longues distances, et lorsqu'elle est utilisée avec sagesse, elle peut faire exploser des blocs encore loin dans une chaîne. Ses bombes sont extrêmement puissantes et explosent rapidement. Elle ne peut pas les tenir longtemps, mais ils sont dévastateurs. Comment jouer Murasaki Tsurugi utilise un schéma de contrôle de style tireur. Cependant, le point du jeu n'est pas d'éviter les grêles de balles, mais plutôt comment vous les éradiqué. Tous les ennemis et balles à l'écran peuvent être détruits. Les balles peuvent être détruites par des tirs normaux, mais lors de l'éradication de grandes quantités à la fois, cela signifie que les blocs rouges et bleus flottant à l'écran entrent. Le fait de frapper deux blocs de la même couleur ensemble provoque une chaîne d'explosions, vous permettant d'effacer d'énormes balles en un seul coup. Pendant les batailles du patron, la destruction des attaques ennemies par des explosions fera se répandre un déluge de tirs arrière et endommagera le patron, rendant ces explosions de chaîne encore plus critiques pour les batailles du patron. Une autre caractéristique de ce titre est le système de collection. Remplir certaines conditions déverrouillera divers éléments, fournissant des descriptions détaillées des personnages et des informations de fond sur le jeu. Pendant que vous remplissez votre collection, vous obtiendrez de plus en plus d'informations, aidant à construire une histoire plus détaillée et profonde dans votre imagination. Commentaires du développeur Pour ce jeu, nous avons pu réunir toute l'équipe du titre précédent pour compléter cette suite. Ce dernier épisode est encore plus amusant et rafraîchissant à jouer que son prédécesseur. Nous espérons que vous apprécierez les merveilleux personnages dessinés par Yomogimochi et la musique originale composée par watson de MusMus, ainsi que quelques bonnes explosions modelées. Développeur Katatema Tetsu: scénario, programmation Yomogimochi: graphiques watson: musique Falcarius: Traduction originale en anglais","Single-player,Steam Achievements,Steam Trading Cards,Support de contrôleur partiel,Steam Cloud","Action, indie","Action,Inde,2D,Singleplayer,Shoot 'Em Up,Casual,Fantasy, Atmospheric,Beautiful, Anime,Bullet Hell"
Inverse cachée : Opus inquiétant,"Avenlee Courtwald lutte avec son nouveau livre depuis un certain temps déjà. Quand sa vieille amie Emet l'invite soudain à la ville tranquille appelée Dawnford, elle quitte immédiatement la capitale, à la recherche d'inspiration. Quand elle arrive, la seule chose qu'elle trouve est le corps d'Emet, enterré sous les débris dans les égouts de la ville. Avenlee se rend rapidement compte que son ami n'a pas eu d'accident - il savait quelque chose qu'il n'était pas censé faire. Et maintenant elle seule peut résoudre le mystère de son meurtre. Mais qui peut-elle faire confiance dans cette ville ? Vous seul décidez des choix qu'elle fera. Tu vas la conduire à la vérité ou au désastre ? SOLDE LA MYSTERIE Jouez passionnants niveaux d'objets cachés, enquêtez sur la ville de Dawnford et ses résidents suspects. Analysez les preuves à l'aide de lunettes spéciales et jouez à divers mini-jeux. Il y aura beaucoup d'obstacles sur votre chemin, ferez-vous tout ce qu'il faut pour atteindre la vérité? Vous devez traiter avec plus de 200 niveaux et apprendre plus que 20 mécaniques de jeu uniques pour savoir ce qui est arrivé à Emet. PRINCIPALES DÉCISIONS À Dawnford, vous ferez face à de nombreux dilemmes moraux et à des choix problématiques. Allez-vous libérer le criminel en échange d'informations précieuses ? Essayez-vous de résoudre les conflits pacifiquement ou laissez les coups de feu parler au nom de vous ? Dans cette histoire, vos décisions détermineront non seulement le résultat de votre enquête, mais aussi le sort de toute la ville. Ecrivez votre propre opus Chaque choix peut influer sur les résultats de votre enquête. Rejouer le jeu pour découvrir de nouvelles conclusions, dans chaque playthrough Avenlee va écrire un opus différent et vivre une histoire de branche passionnante avec plusieurs terminaisons.",Joueur unique,"Aventure, Casual, Indie","Adventure,Hidden Object,Puzzle,Match 3,Point & Click,Exploration,Investissement,Casual,Choices Matter,Narration,Detective,2D,Colorful,Stylized,Conversation,Multiples Finings,Story Rich,Singleplayer, Atmosphérique, femme Protagoniste"
Écho foncé,"Piège dans l'obscurité, vous devez utiliser le son visualisé pour guider votre chemin à travers des environnements menaçants. Les sons que vous créez rebondiront des obstacles, révélant la forme du monde environnant. Il ne sera pas long avant que votre seule façon de sentir le monde attire un mal horrible qui dévore le son et les âmes. Survivez à 80 niveaux qui feront de votre cœur une course et vous laisserez avec une peur irrationnelle de lignes rouges. Un paysage sonore en avant, le plus expérimenté avec les écouteurs, donne le ton pour votre voyage. Explorez, résolvez les énigmes, et surtout, restez en vie.","Un seul joueur,Steam Achievements,Support de contrôleur complet,Steam Trading Cards, Nuage de vapeur","Aventure, indie","Aventure,Inde,Puzzle, Atmosphérique,Horreur,Simplejoueur,Horreur Psychologique,Minimaliste"
Équipe de secours 3,"Sauvez la journée en tant que chef de l'équipe de sauvetage, un groupe de professionnels qui sauvent des vies et qui s'entraînent à s'immiscer dans le sillage d'une catastrophe naturelle ! Trouvez le moyen le plus rapide de réaliser vos objectifs, utilisez vos ressources et débloquez toutes les réalisations. Facile à jouer, difficile à maîtriser et rempli de plaisir, Rescue Team 3 est le meilleur encore! 40 niveaux Dix bâtiments 3 assistants de sauvetage et types de transport",Joueur unique,"Casual, Simulation, Stratégie","Stratégie, Casual, Simulation, Gestion du temps"
Mystique,"Vous êtes un magicien novice à la fin de ses études. Au cours d'un cours sur l'ouverture des portes au temple du grand magicien, vous avez maladroitement causé la disparition de tous les phials et rouleaux qu'il avait si soigneusement classés pendant de nombreuses années. Inutile de dire, la rage du très grand magicien est aussi grande que vos chances d'échouer l'examen final. Par conséquent, si vous voulez obtenir un jour le diplôme de votre magicien, vous devrez récupérer la majorité des phials et des rouleaux dispersés... Ce ne sera pas facile parce qu'ils ont été jetés dans des mondes parallèles dominés par des dieux sans scrupules, jaloux de la puissance du magicien. Malgré son intense colère, l'Assistant Immense vous permettra d'utiliser les potions contenues dans les phials ou les mots magiques inscrits sur les rouleaux pour vous défendre. Puis, il vous suivra tout au long de votre aventure grâce à sa boule de cristal, et il utilisera son pouvoir illimité pour vous transporter d'un monde à l'autre et vous donner la vie à nouveau si les circonstances se révèlent fatales. Néanmoins, sa patience est tellement limitée que ses pouvoirs. C'est pourquoi il ne vous donnera la vie que deux fois après quoi vous serez ouverts à son châtiment le plus terrible.","Single-player,Multi-player,PvP,Shared/Split Screen PvP, Co-op, Remote Play Together",Décision,Décision
Chroniques de fourrure,"Furry Chronicles est un jeu de plateforme classique avec des niveaux et des énigmes difficiles. Allez dans une aventure pour sauver vos amis des ennuis en complétant les niveaux fixés dans différents environnements, remplis de divers pièges et puzzles. Les niveaux fabriqués à la main avec de nombreuses surprises et différentes utilisations de la mécanique de jeu testeront vos réflexes et capacités de résolution de problèmes! Débloquez d'autres personnages jouables en sauvegardant vos amis tout au long du jeu et ajoutez de la valeur de replay à votre expérience.","Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Partial Controller Soutien, jouer ensemble","Action, Aventure, Casual, Indie","Action, Casual, Indie, Aventure, Platformer, Puzzle, Funny, Puzzle-Platformer, Runner"
Crawl inversé,"Un donjon rampe là où vous êtes les monstres ! Dirigez vos minions dans un combat tactique à tour de rôle contre les héros, et débloquez une variété de puissances maléfiques. Avec un système de campagne dynamique et un storyline de branchement, 'Reverse Crawl' vous permet d'expérimenter un RPG sous un tout nouvel angle ! CARACTÉRISTIQUES - Système tactique de combat à tour de rôle, où vous contrôlez les minions du donjon! - Une campagne dynamique qui sera différente à chaque fois, avec une histoire de branchement - Artwork, codage et animation par une seule personne (!) dans ce style unique de Nerdook - Débloquez de nouveaux minions, traits et pouvoirs en fonction de vos choix pendant la campagne !","Un seul joueur, Succès d'équipe, Panneaux de tête à vapeur","Action,Aventure,RPG,Stratégie","Tactical RPG,Dungeon Crawler,Turn-Based Strategy,Stratégie RPG,Fantasy,Villain Protagonist,Stratégie,RPG,Action,2D,Turn-Based Combat,Tactics,Casual,Turn-Based,Adventure,Animal,Tactical,Survival,Simpleplayer,Indie"
ZAR,"ZAR (Zombie apocalypse in Russia) est un tireur de première personne indépendant fait en graphique 3D. 2023. Après une autre épidémie du coronavirus, les autorités ont décidé de tester un nouveau vaccin et l'ont pulvérisé dans l'arrière de la province russe. Le vaccin a aidé et l'épidémie a été éteinte, mais six mois plus tard, tous ceux qui sont morts et ont été enterrés pendant l'épidémie ont commencé à se lever du sol, se transformant en zombies. La zone a été clôturée par l'armée. Pour étudier ce phénomène, des volontaires ont commencé à être envoyés dans la zone de quarantaine pour une petite somme. De tout le pays, les chômeurs se sont précipités dans la zone de quarantaine à la recherche d'un emploi. Tu es l'un de ces volontaires. Votre tâche est de survivre aussi longtemps que possible dans la zone, étudier les forces et les faiblesses des zombies, et aussi tuer deux zombies spéciaux, qui, pour une raison inconnue, ont reçu des capacités spéciales. Gravedigger. Apparaît au cimetière du village. Très fort. En combat étroit, frappe avec une pelle. Au loin, convoque trois autres zombies près de chez vous. Pêcheur. Il a craqué près de la cascade. Au combat, il frappe avec un crochet et un poisson. Au loin, il sèche une personne, provoquant une soif intense. De plus, les gens sont restés dans la zone de quarantaine. Chasseur. Toute sa vie il vivait dans la taïga, et quand les morts ont commencé à se lever du sol, il a finalement perdu l'esprit et tue maintenant tous ceux qui s'approchent de sa cabane dans la forêt. Au combat, il frappe avec un couteau de chasse. pousse loin de son fusil à sciage à double barre. Le couteau et le fusil scié, si vous avez de la chance, peuvent être récupérés comme trophée après avoir tué un chasseur. Également dans le village fournisseur de nourriture en direct, vendeur d'armes et médecin. Ils sont comme vous êtes venus à la zone de quarantaine pour gagner de l'argent et ils sont payés, mais ils doivent donner de la nourriture, des armes et des médicaments aux autres joueurs gratuitement.","Un seul joueur,Steam Achievements","Aventure, Indie, Simulation","Éclosion Sim,Alternate History,Action-Adventure,Shooter,Zombies,Survival,Exploration,Idler,Famille Friendly,Looter Shooter,3D,First-Person, Atmosphérique,Futuriste,Historique,Surnaturel,Post-apocalyptique,Story Rich,FPS,Open World"
Mimique,"Mimic est un jeu d'horreur. Ce jeu a besoin d'un micro. Si vous êtes coincé dans l'obscurité profonde, vous devez faire un son. Mais quelque chose dans le noir te suivra par ta voix. Pour échapper à la maison, il faut trouver des leviers cachés partout.",Joueur unique,Indie,"Indie, Horreur"
Liberté ! Faire ou mourir,"Lorsque le terrorisme menace le monde, il n'est pas nécessaire d'envoyer un groupe de héros de cinéma emblématiques des années 80. Un mercenaire sous-financé est tout ce qui est nécessaire pour sauver le monde dans cette course épique 'n'de destruction d'armes-fest d'un hommage à Broforce! Tirez, grenadez et bludge sur votre chemin à travers des dizaines de niveaux grands et variés. Chaque niveau est construit presque entièrement à partir de terrain destructible, vous permettant de couper ou de faire sauter votre propre chemin comme vous le souhaitez. Choisissez stratégiquement un bon chemin ou la gravité vous punira alors que vous sombrez à votre perte! Ne pensez pas que vous pouvez échapper aux ennemis en grimpant des échelles. Ils peuvent les grimper aussi et te traquer ! Engagez-vous dans des combats épiques de Boss qui vont vraiment tester votre force ! /","Un seul joueur, contrôleur partiel Appui","Action, Casual, Indie","Action,Inde,Casual,Gore,Violent,Platformer,Destruction"
Le vide sans fin,"Toutes les ventes de ce jeu seront données au projet Trevor. Une aventure post-vie surréaliste. Il n'a fallu que quelques instants pour que le sentiment de panique s'installe. Et si je vivais mal dans ma vie ? Comment serais-je jugé ? Et s'il n'y a rien après ça ? L'histoire commence par une personne, récemment décédée, qui peine à comprendre la réalité d'être morte. L'esprit, déconnecté et défaillant, tente désespérément de former une certaine vision de la réalité. Pourtant, les souvenirs de sa vie ne sont que des murmures lointains. Il ne peut pas se rappeler une personnalité, des amis, ou même une apparence. Mais il y a de l'espoir. Les souvenirs de la musique, les émotions déconnectées. Et dans une ruée d'informations, il y a parfois des souvenirs d'elle : la rockstar. The Endless Empty est un RPG d'aventure axé sur l'exploration et les choix. Le jeu explore les concepts de la mort et de l'au-delà, et se déroule en 5 chapitres. Chaque chapitre a un thème différent et un style artistique unique. Le jeu emmène le joueur dans un voyage de branchement à travers l'inconnu. il y a une variété de souvenirs à explorer; Des quartiers suburbains upbeat, aux friches industrielles gritty, aux hallucinations psychédéliques colorées. Le jeu comprendra un storyline multicouches avec des chemins alternatifs et des terminaisons multiples ainsi qu'un système de bataille personnalisé. Compléter le jeu sera une bande son entièrement originale avec des styles classiques, électroniques, funk et rock. Dis bonjour sur Discord ! et sur Twitter :",Joueur unique,"Aventure, Indie,RPG","RPG,Inde,Adventure,Surreal,RPGMaker,Story Rich,Psychedelic,Abstract,Great Soundtrack,2D,Choices Matter,Colorful,Singleplayer,Atmospheric,Psychological Horror,Funny,Dark,Puzzle,Casual,LGBTQ+"
Deadlings: Édition Rotten,"La mort est seule. Il n'a aucun ami sur son compte FaceTome et personne avec qui traîner. Donc, pour se sentir mieux il commence le Projet Deadlings. La mort achète une usine où il peut construire son laboratoire et commencer à former une armée massive de minions zombies. Au fur et à mesure que l'armée des Deadlings grandit, les labyrinthes du laboratoire deviennent de plus en plus meurtriers, chargés de puzzles et de pièges à mort. Différents Deadlings ont leurs propres capacités : Bonesack est agile - il peut courir et sauter, Creep peut grimper sur les murs et les plafonds, Lazybrain marche lentement mais soigneusement et Stencher... Eh bien Stencher a des problèmes gastriques pour pouvoir utiliser ses puissants nuages de gaz pour voler. Vous devrez combiner toutes ces capacités pour trouver votre chemin dans la Maze de la Mort. Pouvez-vous aider la Mort à tuer son ennui ? Serez-vous en mesure de naviguer tous les 60 niveaux disponibles dans Deadlings? Achèverez-vous Project Deadlings, et entraînerez-vous avec succès tous vos minions zombies? Arcade side-scroller avec des éléments de stratégie! Quatre différents types de minions zombies avec des capacités uniques! 70 niveaux de pur zombie gore fun! Mode de jeu supplémentaire - Nightmare - seulement pour les joueurs hardcore! Quoi de neuf dans l'édition Rotten ? 10 nouveaux niveaux bonus 15 nouveaux niveaux en mode Nightmare Steam réalisations et classements Prise en charge complète du contrôleur Mode Nightmare déverrouillé depuis les cartes de trading Steam et badges graphiques HD","Single-player,Steam Achievements,Steam Trading Cards,Support de contrôleur partiel,Steam Cloud","Action, Aventure, Indie","Action,Inde,Adventure,Puzzle-Platformer,Arcade,Zombies"
Ferme jagmée: naissance d'un héros,"Il était une fois, un petit cochon d'esprit appelé Pigius a décidé que ses frères étaient opprimés. Pour en dire plus, ils sont en danger... C'est la même vieille histoire ! Tous droits aux porcs ! Les porcs règnent ! Vive le museau ! Tu le sais. Alarme ! Les porcs attaquent ! Les gens paniquent. Qui va les sauver ? Qui sauvera l'humanité ? Le héros est venu et son nom est Gluk'Oza. Elle dirige courageusement ses forces, sa fidèle infanterie. Des liens ! Des liens ! Des liens ! Vous les entendez marcher ? C'est une marche de la liberté. Mais ses adversaires grogneurs ne se rendirent pas. Des porcs spéculatifs meurent d'hégémonie mondiale ! La fille au camouflage doit révéler son talent stratégique et les arrêter. Construire des boîtes à pilules, placer des champs de mines et utiliser des tourelles de défense aérienne, commander de grandes armées de castors, ours, taupes et autres animaux. Le puissant moteur de jeu 'Officers' fournit de magnifiques graphismes de style dessin animé. Quant au reste, Jagged Farm est un jeu de stratégie en temps réel. Détruisez la Schweine :) ou ils vous détruisent. Caractéristiques principales: Moteur graphique basé sur DirectX9 Éclairage dynamique par pixel Ombres dynamiques et auto-effacement 6 héros – chacun a ses capacités uniques Plus de 12 unités support d'information AI: zones cachées, zones opaques, zones impraticables, relief et géométrie de surface, unités Facteurs de fonctionnement Architecture unique et bâtiments de chaque côté Animation de personnage amusante",Joueur unique,"Action, stratégie","Stratégie,RTS,Sandbox,Action RTS,3D,Cartoony,Colorful,Troisième Personne, Comédie, Humour noir,Funny,Gestion, Old School,Retro,Action,Combat,Linear,Simpleplayer,RPG stratégique,Tactiques en temps réel"
Attaque de Ray,"La première fois que vous entrez dans le jeu, vous devez compléter 6 niveaux de tutoriel avant de pouvoir débloquer d'autres contenus de jeu. Il y a deux modes en mode bataille, un à beaucoup et un à beaucoup. En mode un à plusieurs, vous pouvez choisir votre chasseur préféré pour lutter contre tous les ennemis. En mode beaucoup à beaucoup, vous pouvez ajuster votre lineup pour combattre la lineup ennemie. Lorsque le mode un-à-plusieurs et le mode plusieurs-à-plusieurs sont effacés, le jeu déverrouille le mode plusieurs-à-un. Pour l'instant, vous pouvez ajuster votre gamme pour lutter contre le BOSS du jeu. En mode mission, chaque niveau correspond à la mission de défi de chaque combattant. L'objectif principal est d'obtenir plus de points. Les scores dans le jeu peuvent être utilisés pour acheter des pièces de résurrection, et peuvent également être utilisés pour augmenter le nombre de votre lineup.",Joueur unique,"Casual, Indie, Simulation","Casual, Simulation, Shooter, 3D Platformer,Wargame,FPS,Troisième Personne Shooter,Flight,3D,3D Vision,Minimalist,First-Person,Troisième Personne,Relaxing,Intelligence Artificielle,Tactiques basées sur le Turn,Physique,Singleplayer,Inde,Tanks"
Niffelheim,"Survivre dans les Enfers Les guerriers restent des guerriers même après la mort. Partez sur le chemin du dernier défi et faites vos preuves auprès des Dieux. Dans la vie, vous n'avez jamais été effrayé par le froid, l'obscurité et la mort, et vous ne craindrez pas maintenant. Assurez-vous d'avoir assez de provisions, de vous défendre et de démêler les mystères de ces terres. Ne pas oublier Crush quiconque ose attaquer vos terres. Chaque ennemi tombé vous rapproche d'Asgard ! Les os, les dents, les fourrures, utilisez tout ce que vous recherchez pour fabriquer des armes et des armures. Construisez une forteresse qui vous protégera des ennemis et vous aidera à détruire les agresseurs. Les prêtres de la mort émettront des ultimatums. Plongerez-vous à leur volonté, ou rejetez-vous leurs ordres et acceptez-vous la bataille contre leurs minions morts? Trouver une sortie Collectez tous les éléments du portail vers Asgard. Mais soyez prudents - ils sont farouchement gardés par des géants puissants, des araignées mortelles et des hordes d'immortalité. Craft Brew potions de champignons et de bêtes tuées pour devenir plus fort. Faites cuire les meilleurs plats pour nourrir tous vos amis. Préparez le poison qui tuera le plus puissant troll. Explorez les grottes anciennes Atteindre le cœur du monde pour trouver des artefacts puissants qui vous aideront à gagner la bataille finale. Découvrez ce qui se cache dans l'obscurité.","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Succès,Support de contrôleur complet,Steam Trading Cards,Steam Cloud,Remote Play on TV","Action, Aventure, Indie,RPG, Simulation","Mythologie,Co-op,RPG,Crafting,Sandbox,2D,Survival,Open World Survival Craft,Base-Bâtiment,Co-Op,Exploration,Open World,Indie,Simulation,Multijoueur,Adventure,Singleplayer,Gestion des ressources,Action,PvP"
Arc valthirien: Histoire de l'école Hero 2,"Les héros les plus puissants de Valthiria ne sont pas nés du destin ou de la prophétie. Ils étaient inscrits, formés et enseignés dans des académies spéciales. École Hero Histoire 2 vous place en charge d'une académie de héros pour créer la prochaine génération de héros qui sauvera Valthiria des forces obscures qui la menacent. Prenez le commandement de la faculté, nourrissez une liste unique et en constante évolution d'étudiants, forgez des alliances avec les royaumes qui luttent pour l'influence et gagnez votre place parmi les écoles Hero les plus prestigieuses de Valthiria. Combinant les genres RPG et Simulation, dans Hero School Story 2, vous gérerez vos élèves en déterminant leurs horaires d'apprentissage et leurs cours, en construisant leurs statistiques et compétences pour les transformer en héros que vous désirez. Ces statistiques sont la clé lors de l'envoi de vos étudiants pour accomplir des quêtes de gens dans toute la Valthiria, vaincre divers ennemis dans le combat stratégique basé sur le tour et ajouter à votre académie. Pourtant, il n'y a pas le temps de se reposer sur les lauriers – chaque année scolaire les seniors seront diplômés et les jeunes gens s'inscrireont, donc gérer votre académie pour s'adapter à l'alignement dynamique des étudiants est crucial. Créez votre propre Académie Hero En tant que directeur de l'académie, votre tâche est d'attribuer à vos élèves ce que les cours et les cours à apprendre, les façonnant en héros que vous voulez qu'ils deviennent. Se concentrerez-vous sur les cours magiques et deviendrez-vous une école de grands magiciens, un pour les guerriers puissants, ou peut-être un peu de tout ? Votre style de gestion déterminera le genre de quêtes que vous pouvez prendre – comme les ennemis sont serrures aux clés des étudiants, remplir des quêtes plus difficiles nécessitera construire des fichiers spécifiques pour résoudre ces défis. Planifier, prévoir, exécuter, répéter les décisions prospectives et stratégiques à tour de rôle sont essentiels pour réussir dans notre système de combat axé sur le virage unique. Bâtie autour des compétences de classe et brisant les faiblesses ennemies, les joueurs sont récompensés à la fois pour avoir apporté une composition d'équipe optimale et prendre des risques calculés au combat. Que ce soit en jouant en toute sécurité ou en prenant la façon gung-ho, il dépend de vous comment résoudre les défis présentés. Gérer une liste d'étudiants dynamique Malgré l'attrait de se concentrer sur la prise en charge et le perfectionnement des meilleurs étudiants, en tant que Principal, il est de votre devoir de veiller à ce que tous les enfants pris sous les ailes de votre école prospèrent. Les étudiants resteront seulement trois ans avant de devoir obtenir leur diplôme, et chacun d'eux affectera votre réputation d'académie (ce qui dissuadera les étudiants doués de s'inscrire l'année prochaine!). Alors gérez bien votre liste d'élèves, comme se concentrer sur seulement quelques individus sélectionnés peut vous gimp quand ils quittent inévitablement le terrain de l'école, comme vous serez laissé avec ceux moins pris en charge.",Joueur unique,"RPG, Simulation, Stratégie, Accès rapide","Accès précoce,RPG,Simulation,Gestion,Party-Based RPG,3D,Turn-Based Combat,Animal,Colorful,Fantasy,Gestion des ressources,Singleplayer,Stratégie,Sequel,Stratégie RPG,JRPG,Isometric,Story Rich,Stylized,Fighting"
Epic Manager - Créez votre propre agence d'aventurage!,"Vous êtes le directeur général et PDG de votre propre agence d'aventurage, l'entreprise la plus risquée mais la plus lucrative dans le Royaume d'Astraeus. Recruter les aventuriers, négocier leurs contrats, les envoyer dans des quêtes dangereuses et récolter les récompenses s'ils en sortent vivants. Élargissez votre Agence, gérer vos ressources croissantes et mieux vos concurrents pour devenir le gestionnaire Epic! Epic Manager est une nouvelle version du genre Tycoon RPG, fortement inspiré par les classiques que nous connaissons et aimons tous ! Le jeu présente un mélange unique de gestion de liste et de progression de personnage dans des titres comme Football Manager ou Final Fantasy Tactics , des choix narratifs & conséquences dans la tradition bien-aimée de la série Choose Your Own Adventure , la portée épique d'une campagne D&D ou d'un roman de Lord of the Rings et le ton humoristique de The Princess Bride , le tout dans un paquet génial! Votre but est d'obtenir le titre de gestionnaire d'Epic en devenant l'agence Adventuring la plus célèbre dans le vaste royaume d'Astraeus. Envoyez des agents sur le terrain pour envisager de nouvelles opportunités d'emploi, repérer les dangers à venir, recruter de nouveaux aventuriers, négocier leurs contrats, les organiser en partis et réaliser des quêtes dangereuses pour gagner plus de gloire que vos rivaux et grimper le classement de la Ligue Ladder! En plus de gérer vos contrats et vos emplois, vous embaucherez également du personnel de soutien, du commerce avec les commerçants locaux, améliorerez le QG de votre agence, étudierez de nouvelles capacités et améliorations, élargirez votre portée à Astraeus et interagirez avec les concurrents en utilisant des actions intrigues et diplomatiques. Les aventuriers sont l'épine dorsale de votre agence. Pour les trouver, vous devrez d'abord organiser des campagnes de recrutement à travers le Royaume, puis négocier des conditions contractuelles avec ceux qui présentent des talents appropriés, des traits et un potentiel de croissance! Ajoutez des recrues à votre liste toujours croissante de personnages uniques et gérez leur progression au fur et à mesure qu'elles acquièrent de l'expérience et du niveau. Expérimentez avec les combinaisons infinies et les synergies puissantes offertes par notre système Multi Classe et construisez des parties adaptées à chaque situation. Découvrez un récit émergent façonné par VOS actions. Alors que vos forces se déplacent sur la carte, elles rencontreront une banque toujours croissante de Rencontres aléatoires, mini-scénarios narratifs vous donnant beaucoup de choix sur la façon de procéder. Dans certains cas, avoir une classe spécifique dans votre parti révélera même des conseils spéciaux et des options cachées! Dans chaque campagne, les actions que vous faites influenceront le réseau politique impitoyable d'Astraeus et modifieront votre réputation avec chacune des 12 factions du jeu. Rencontres et quêtes que vous décidez d'achever mèneront à des opportunités d'emploi qui pourraient ne pas avoir à votre disposition autrement. Au fur et à mesure que votre agence grandit, vous utiliserez également le Tech Tree et passerez des points de recherche pour débloquer de nouvelles capacités et spécialisations qui s'adaptent à votre propre style de jeu. En tant que commandant en chef, vous allez prendre le commandement de vos aventuriers alors qu'ils rencontrent des ennemis de plus en plus dangereux sur le champ de bataille. Les parties que vous créez permettront des synergies de classe et de caractère puissantes pour empiler les chances en votre faveur, car vous faites le meilleur usage des centaines d'articles, compétences et sorts à votre disposition. Des batailles scout à l'avance pour recueillir des informations sur les forces ennemies et mieux exploiter les faiblesses de dizaines de types ennemis inspirés par les classiques bestiaires : Goblins, Orcs, Ratmen, Gnolls, Skeletons, Zombies, Giants et bien d'autres ! Certains aventuriers passeront des rookies aux héros, légendes même, tandis que d'autres rencontreront rapidement une fin prématurée. Tels sont les dangers d'être aventurier ! Epic Manager dispose de nombreux contenus générés par la procédure comme des aventuriers randomisés, des articles d'équipement et des récompenses de quête pour rendre chaque lecture différente de la suivante! Nous voulons qu'Astraeus se sente comme un monde vivant qui réagit à vous, tout comme vous y réagissez. Événements mondiaux, Rencontres aléatoires et rouleaux de dés basés sur la RNG détermineront les conséquences de certains de vos choix, changeant les priorités de vos opérations quotidiennes de l'Agence. Scattered in Astraeus sont des personnages très familiers et puissants. Certains, comme le Chevalier Shovel et le Chevalier de l'héritage Rogue pourraient être faciles à trouver, d'autres pas tant - cherchez-les que vos forces s'aventurent à travers le Royaume! Des dizaines de types ennemis et des tonnes de quêtes, rencontres aléatoires et événements mondiaux. Des personnages et des patrons uniques. Les aventuriers commerciaux avec d'autres agences. Découvrez toutes les classes de Prestige cachées, disponibles pour les personnages de haut niveau. New Merchant : Enchanter et améliorer les équipements de l'Enchanteur. New Merchant : Artisanat et combinaison d'objets en visitant l'Alchimiste. Community-Created Content :Aventuriers, Quêtes, Rencontres, Articles et plus encore ! Mana Vide Divertissement est un studio de quatre personnes, petit mais dévoué, basé à Montréal, au Canada. Tous les SFX et Original Sound Tracks d'Epic Manager ont été créés par nos collaborateurs et amis talentueux chez GeekSound Factory.",Joueur unique,"Aventure, indie, RPG, simulation, Stratégie","Stratégie,RPG,Inde,Gestion,Turn-Based,Adventure,Simulation,Economie,Grande piste son,Fantasy"
Sentier de queue,"P.I Trevor prend sa première affaire en solo, espérant trouver une personne disparue sur une île mystérieuse. Embauché par les parents du client comme une dernière tentative de trouver où ou ce qui est arrivé à leur fils avec à peine toute information sur l'affaire ou l'île Le jeu est linéaire story-drived cutscene-heavy Point & Cliquez avec la mécanique de jeu léger et les événements rapides - Investigate zones dans l'île -Rechercher et trouver les objectifs -Connect thoughts andfacts Tail-Trail est développé par moi-même; le projet est une combinaison d'un simple jeu linéaire et d'un court film d'animation utilisant le moteur de jeu Unité",Joueur unique,"Action, Aventure, Indie","Investigation,Troisième-Personne Shooter,Point & Click,Action-Adventure,3D,Troisième Personne,Détective,Action,Linear,Story Rich,Cartoony,Colorful,Stylized,Crime,Adventure,Mystère,Cinéma,Amérique,Conspiration,Singleplayer"
